S.No,Flight Number,Date,From,To,Aircraft,Flight time,STD,ATD,STA,Unnamed: 10,ATA,Unnamed: 12,Unnamed: 13,__sheet__,dep_delay_min,arr_delay_min
,AI2603,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
16.0,6E1601,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E1601,2025-07-25,Mumbai(BOM),Jakarta(CGK),A20N(VT-IXH),06:05:00,2025-07-25 06:35:00,2025-07-25 07:05:00,2025-07-25 14:50:00,,2025-07-25 14:40:00,,,6AM - 9AM,30.0,-10.0
,6E1601,2025-07-24,Mumbai(BOM),Jakarta(CGK),A20N(VT-IXM),06:14:00,2025-07-24 06:35:00,2025-07-24 07:07:00,2025-07-24 14:50:00,,2025-07-24 14:51:00,,,6AM - 9AM,32.0,1.0
,6E1601,2025-07-23,Mumbai(BOM),Jakarta(CGK),A20N(VT-IXG),06:08:00,2025-07-23 06:35:00,2025-07-23 07:19:00,2025-07-23 14:50:00,,2025-07-23 14:57:00,,,6AM - 9AM,44.0,7.0
,6E1601,2025-07-22,Mumbai(BOM),Jakarta(CGK),A20N(VT-IXM),05:55:00,2025-07-22 06:35:00,2025-07-22 07:11:00,2025-07-22 14:50:00,,2025-07-22 14:36:00,,,6AM - 9AM,36.0,-14.0
,6E1601,2025-07-21,Mumbai(BOM),Jakarta(CGK),A20N(VT-IIX),06:11:00,2025-07-21 06:35:00,2025-07-21 07:11:00,2025-07-21 14:50:00,,2025-07-21 14:51:00,,,6AM - 9AM,36.0,1.0
,6E1601,2025-07-20,Mumbai(BOM),Jakarta(CGK),A20N(VT-IIU),06:01:00,2025-07-20 06:35:00,2025-07-20 06:57:00,2025-07-20 14:50:00,,2025-07-20 14:29:00,,,6AM - 9AM,22.0,-21.0
,6E1601,2025-07-19,Mumbai(BOM),Jakarta(CGK),A20N(VT-IXF),06:11:00,2025-07-19 06:35:00,2025-07-19 07:20:00,2025-07-19 14:50:00,,2025-07-19 15:01:00,,,6AM - 9AM,45.0,11.0
,6E1601,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
17.0,AI2428,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,AI2428,2025-07-25,Mumbai(BOM),Delhi(DEL),A20N(VT-TQN),01:50:00,2025-07-25 06:40:00,2025-07-25 06:50:00,2025-07-25 08:45:00,,2025-07-25 08:40:00,,,6AM - 9AM,10.0,-5.0
,AI2428,2025-07-24,Mumbai(BOM),Delhi(DEL),A20N(VT-TQK),01:51:00,2025-07-24 06:40:00,2025-07-24 06:53:00,2025-07-24 08:45:00,,2025-07-24 08:44:00,,,6AM - 9AM,13.0,-1.0
,AI2428,2025-07-23,Mumbai(BOM),Delhi(DEL),A20N(VT-TNE),01:48:00,2025-07-23 06:40:00,2025-07-23 06:53:00,2025-07-23 08:45:00,,2025-07-23 08:41:00,,,6AM - 9AM,13.0,-4.0
,AI2428,2025-07-22,Mumbai(BOM),Delhi(DEL),A20N(VT-TNJ),01:43:00,2025-07-22 06:40:00,2025-07-22 07:00:00,2025-07-22 08:45:00,,2025-07-22 08:43:00,,,6AM - 9AM,20.0,-2.0
,AI2428,2025-07-21,Mumbai(BOM),Delhi(DEL),A20N(VT-TNJ),01:47:00,2025-07-21 06:40:00,2025-07-21 06:53:00,2025-07-21 08:45:00,,2025-07-21 08:40:00,,,6AM - 9AM,13.0,-5.0
,AI2428,2025-07-20,Mumbai(BOM),Delhi(DEL),B788(VT-ANH),01:38:00,2025-07-20 06:40:00,2025-07-20 07:48:00,2025-07-20 08:45:00,,2025-07-20 09:26:00,,,6AM - 9AM,68.0,41.0
,AI2428,2025-07-19,Mumbai(BOM),Delhi(DEL),A20N(VT-TNI),01:44:00,2025-07-19 06:40:00,2025-07-19 06:52:00,2025-07-19 08:45:00,,2025-07-19 08:36:00,,,6AM - 9AM,12.0,-9.0
,AI2428,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
18.0,TK721,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,TK721,2025-07-25,Mumbai(BOM),Istanbul(IST),A333(TC-JOF),06:16:00,2025-07-25 06:40:00,2025-07-25 07:10:00,2025-07-25 10:55:00,,2025-07-25 10:56:00,,,6AM - 9AM,30.0,1.0
,TK721,2025-07-24,Mumbai(BOM),Istanbul(IST),A333(TC-LOF),06:11:00,2025-07-24 06:40:00,2025-07-24 07:48:00,2025-07-24 10:55:00,,2025-07-24 11:29:00,,,6AM - 9AM,68.0,34.0
,TK721,2025-07-23,Mumbai(BOM),Istanbul(IST),A333(TC-JNS),06:02:00,2025-07-23 06:40:00,2025-07-23 07:05:00,2025-07-23 10:55:00,,2025-07-23 10:37:00,,,6AM - 9AM,25.0,-18.0
,TK721,2025-07-22,Mumbai(BOM),Istanbul(IST),A333(TC-LNE),06:07:00,2025-07-22 06:40:00,2025-07-22 07:47:00,2025-07-22 10:55:00,,2025-07-22 11:24:00,,,6AM - 9AM,67.0,29.0
,TK721,2025-07-21,Mumbai(BOM),Istanbul(IST),A333(TC-LND),05:58:00,2025-07-21 06:40:00,2025-07-21 07:32:00,2025-07-21 10:55:00,,2025-07-21 11:00:00,,,6AM - 9AM,52.0,5.0
,TK721,2025-07-20,Mumbai(BOM),Istanbul(IST),A333(TC-JOJ),06:14:00,2025-07-20 06:40:00,2025-07-20 07:17:00,2025-07-20 10:55:00,,2025-07-20 11:01:00,,,6AM - 9AM,37.0,6.0
,TK721,2025-07-19,Mumbai(BOM),Istanbul(IST),A333(TC-JOK),06:11:00,2025-07-19 06:40:00,2025-07-19 07:01:00,2025-07-19 10:55:00,,2025-07-19 10:42:00,,,6AM - 9AM,21.0,-13.0
,TK721,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
19.0,6E 294,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E 294,2025-07-25,Mumbai(BOM),Indore(IDR),A21N(VT-IME),00:55:00,2025-07-25 06:40:00,2025-07-25 06:45:00,2025-07-25 08:00:00,,2025-07-25 07:40:00,,,6AM - 9AM,5.0,-20.0
,6E 294,2025-07-24,Mumbai(BOM),Indore(IDR),A21N(VT-ICL),00:54:00,2025-07-24 06:40:00,2025-07-24 06:58:00,2025-07-24 08:00:00,,2025-07-24 07:52:00,,,6AM - 9AM,18.0,-8.0
,6E 294,2025-07-23,Mumbai(BOM),Indore(IDR),A21N(VT-ICZ),00:55:00,2025-07-23 07:00:00,2025-07-23 07:01:00,2025-07-23 08:00:00,,2025-07-23 07:56:00,,,6AM - 9AM,1.0,-4.0
,6E 294,2025-07-22,Mumbai(BOM),Indore(IDR),A21N(VT-IRW),00:56:00,2025-07-22 06:40:00,2025-07-22 06:52:00,2025-07-22 08:00:00,,2025-07-22 07:48:00,,,6AM - 9AM,12.0,-12.0
,6E 294,2025-07-21,Mumbai(BOM),Indore(IDR),A21N(VT-IRZ),00:54:00,2025-07-21 06:40:00,2025-07-21 06:54:00,2025-07-21 08:00:00,,2025-07-21 07:48:00,,,6AM - 9AM,14.0,-12.0
,6E 294,2025-07-20,Mumbai(BOM),Indore(IDR),A21N(VT-IMI),00:54:00,2025-07-20 06:40:00,2025-07-20 06:34:00,2025-07-20 08:00:00,,2025-07-20 07:28:00,,,6AM - 9AM,-6.0,-32.0
,6E 294,2025-07-19,Mumbai(BOM),Indore(IDR),A21N(VT-IBO),00:55:00,2025-07-19 06:40:00,2025-07-19 06:51:00,2025-07-19 08:00:00,,2025-07-19 07:47:00,,,6AM - 9AM,11.0,-13.0
,6E 294,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
20.0,AI2771,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,AI2771,2025-07-25,Mumbai(BOM),Kolkata(CCU),A20N(VT-TQM),02:27:00,2025-07-25 06:45:00,2025-07-25 06:55:00,2025-07-25 09:30:00,,2025-07-25 09:22:00,,,6AM - 9AM,10.0,-8.0
,AI2771,2025-07-24,Mumbai(BOM),Kolkata(CCU),A20N(VT-TQP),02:29:00,2025-07-24 06:45:00,2025-07-24 07:02:00,2025-07-24 09:30:00,,2025-07-24 09:31:00,,,6AM - 9AM,17.0,1.0
,AI2771,2025-07-23,Mumbai(BOM),Kolkata(CCU),A20N(VT-TNK),02:30:00,2025-07-23 06:45:00,2025-07-23 07:00:00,2025-07-23 09:30:00,,2025-07-23 09:30:00,,,6AM - 9AM,15.0,0.0
,AI2771,2025-07-22,Mumbai(BOM),Kolkata(CCU),A20N(VT-TQV),02:39:00,2025-07-22 06:45:00,2025-07-22 06:53:00,2025-07-22 09:30:00,,2025-07-22 09:32:00,,,6AM - 9AM,8.0,2.0
,AI2771,2025-07-21,Mumbai(BOM),Kolkata(CCU),A20N(VT-TNQ),02:30:00,2025-07-21 06:45:00,2025-07-21 06:57:00,2025-07-21 09:30:00,,2025-07-21 09:27:00,,,6AM - 9AM,12.0,-3.0
,AI2771,2025-07-20,Mumbai(BOM),Kolkata(CCU),A20N(VT-TQS),02:30:00,2025-07-20 06:45:00,2025-07-20 06:50:00,2025-07-20 09:30:00,,2025-07-20 09:21:00,,,6AM - 9AM,5.0,-9.0
,AI2771,2025-07-19,Mumbai(BOM),Kolkata(CCU),A20N(VT-TQW),02:25:00,2025-07-19 06:45:00,2025-07-19 06:56:00,2025-07-19 09:30:00,,2025-07-19 09:22:00,,,6AM - 9AM,11.0,-8.0
,AI2771,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
21.0,IX1069,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,IX1069,2025-07-25,Mumbai(BOM),Jaipur(JAI),B38M(VT-BXH),01:27:00,2025-07-25 06:45:00,2025-07-25 06:46:00,2025-07-25 08:40:00,,2025-07-25 08:14:00,,,6AM - 9AM,1.0,-26.0
,IX1069,2025-07-24,Mumbai(BOM),Jaipur(JAI),B38M(VT-BXH),01:30:00,2025-07-24 06:45:00,2025-07-24 07:09:00,2025-07-24 08:40:00,,2025-07-24 08:39:00,,,6AM - 9AM,24.0,-1.0
,IX1069,2025-07-23,Mumbai(BOM),Jaipur(JAI),B38M(VT-BXH),01:29:00,2025-07-23 06:45:00,2025-07-23 06:56:00,2025-07-23 08:40:00,,2025-07-23 08:25:00,,,6AM - 9AM,11.0,-15.0
,IX1069,2025-07-22,Mumbai(BOM),Jaipur(JAI),B38M(VT-BXH),01:26:00,2025-07-22 06:45:00,2025-07-22 06:57:00,2025-07-22 08:40:00,,2025-07-22 08:23:00,,,6AM - 9AM,12.0,-17.0
,IX1069,2025-07-21,Mumbai(BOM),Jaipur(JAI),B38M(VT-BXH),01:26:00,2025-07-21 06:45:00,2025-07-21 07:42:00,2025-07-21 08:40:00,,2025-07-21 09:08:00,,,6AM - 9AM,57.0,28.0
,IX1069,2025-07-20,Mumbai(BOM),Jaipur(JAI),B38M(VT-BXH),01:23:00,2025-07-20 06:45:00,2025-07-20 06:53:00,2025-07-20 08:40:00,,2025-07-20 08:16:00,,,6AM - 9AM,8.0,-24.0
,IX1069,2025-07-19,Mumbai(BOM),Jaipur(JAI),B38M(VT-BXH),01:30:00,2025-07-19 06:45:00,2025-07-19 07:05:00,2025-07-19 08:40:00,,2025-07-19 08:36:00,,,6AM - 9AM,20.0,-4.0
,IX1069,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
22.0,AI2821,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,AI2821,2025-07-25,Mumbai(BOM),Chennai(MAA),A20N(VT-EXT),01:46:00,2025-07-25 06:50:00,2025-07-25 07:04:00,2025-07-25 08:55:00,,2025-07-25 08:50:00,,,6AM - 9AM,14.0,-5.0
,AI2821,2025-07-24,Mumbai(BOM),Chennai(MAA),A20N(VT-RTS),01:43:00,2025-07-24 06:50:00,2025-07-24 07:05:00,2025-07-24 08:55:00,,2025-07-24 08:47:00,,,6AM - 9AM,15.0,-8.0
,AI2821,2025-07-23,Mumbai(BOM),Chennai(MAA),A20N(VT-RTL),01:45:00,2025-07-23 06:50:00,2025-07-23 07:13:00,2025-07-23 08:55:00,,2025-07-23 08:59:00,,,6AM - 9AM,23.0,4.0
,AI2821,2025-07-22,Mumbai(BOM),Chennai(MAA),A20N(VT-EXU),01:38:00,2025-07-22 06:50:00,2025-07-22 06:59:00,2025-07-22 08:55:00,,2025-07-22 08:37:00,,,6AM - 9AM,9.0,-18.0
,AI2821,2025-07-21,Mumbai(BOM),Chennai(MAA),A20N(VT-EXV),01:43:00,2025-07-21 06:50:00,2025-07-21 07:09:00,2025-07-21 08:55:00,,2025-07-21 08:52:00,,,6AM - 9AM,19.0,-3.0
,AI2821,2025-07-20,Mumbai(BOM),Chennai(MAA),A20N(VT-RTU),01:41:00,2025-07-20 06:50:00,2025-07-20 06:58:00,2025-07-20 08:55:00,,2025-07-20 08:39:00,,,6AM - 9AM,8.0,-16.0
,AI2821,2025-07-19,Mumbai(BOM),Chennai(MAA),A20N(VT-RTU),01:40:00,2025-07-19 06:50:00,2025-07-19 07:12:00,2025-07-19 08:55:00,,2025-07-19 08:52:00,,,6AM - 9AM,22.0,-3.0
,AI2821,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
23.0,AI601,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,AI601,2025-07-25,Mumbai(BOM),Bhuj(BHJ),A20N(VT-TYC),00:58:00,2025-07-25 06:50:00,2025-07-25 06:59:00,2025-07-25 08:05:00,,2025-07-25 07:57:00,,,6AM - 9AM,9.0,-8.0
,AI601,2025-07-24,Mumbai(BOM),Bhuj(BHJ),A21N(VT-TVH),00:58:00,2025-07-24 06:50:00,2025-07-24 06:57:00,2025-07-24 08:05:00,,2025-07-24 07:55:00,,,6AM - 9AM,7.0,-10.0
,AI601,2025-07-23,Mumbai(BOM),Bhuj(BHJ),A321(VT-PPM),00:59:00,2025-07-23 06:50:00,2025-07-23 07:03:00,2025-07-23 08:05:00,,2025-07-23 08:01:00,,,6AM - 9AM,13.0,-4.0
,AI601,2025-07-22,Mumbai(BOM),Bhuj(BHJ),A321(VT-PPO),01:03:00,2025-07-22 06:50:00,2025-07-22 07:01:00,2025-07-22 08:05:00,,2025-07-22 08:04:00,,,6AM - 9AM,11.0,-1.0
,AI601,2025-07-21,Mumbai(BOM),Bhuj(BHJ),A20N(VT-CIG),01:02:00,2025-07-21 06:50:00,2025-07-21 07:05:00,2025-07-21 08:05:00,,2025-07-21 08:07:00,,,6AM - 9AM,15.0,2.0
,AI601,2025-07-20,Mumbai(BOM),Bhuj(BHJ),A20N(VT-EXL),01:00:00,2025-07-20 06:50:00,2025-07-20 07:01:00,2025-07-20 08:05:00,,2025-07-20 08:02:00,,,6AM - 9AM,11.0,-3.0
,AI601,2025-07-19,Mumbai(BOM),Bhuj(BHJ),A20N(VT-RTK),01:01:00,2025-07-19 06:50:00,2025-07-19 06:59:00,2025-07-19 08:05:00,,2025-07-19 08:00:00,,,6AM - 9AM,9.0,-5.0
,AI601,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
24.0,SG115,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,SG115,2025-07-25,Mumbai(BOM),Darbhanga(DBR),B739(VT-SLC),02:36:00,2025-07-25 06:50:00,2025-07-25 09:56:00,2025-07-25 09:15:00,,2025-07-25 12:32:00,,,6AM - 9AM,186.0,197.0
,SG115,2025-07-24,Mumbai(BOM),Darbhanga(DBR),B738(VT-SLF),02:13:00,2025-07-24 06:50:00,2025-07-24 07:06:00,2025-07-24 09:15:00,,2025-07-24 09:19:00,,,6AM - 9AM,16.0,4.0
,SG115,2025-07-22,Mumbai(BOM),Darbhanga(DBR),B738(VT-SLG),02:21:00,2025-07-22 06:50:00,2025-07-22 07:04:00,2025-07-22 09:15:00,,2025-07-22 09:25:00,,,6AM - 9AM,14.0,10.0
,SG115,2025-07-21,Mumbai(BOM),Darbhanga(DBR),B738(VT-SLG),02:16:00,2025-07-21 06:50:00,2025-07-21 07:00:00,2025-07-21 09:15:00,,2025-07-21 09:15:00,,,6AM - 9AM,10.0,0.0
,SG115,2025-07-20,Mumbai(BOM),Darbhanga(DBR),B738(VT-SLF),02:13:00,2025-07-20 06:50:00,2025-07-20 07:13:00,2025-07-20 09:15:00,,2025-07-20 09:26:00,,,6AM - 9AM,23.0,11.0
,SG115,2025-07-19,Mumbai(BOM),Darbhanga(DBR),B738(VT-SLF),02:12:00,2025-07-19 06:50:00,2025-07-19 10:13:00,2025-07-19 09:15:00,,2025-07-19 12:25:00,,,6AM - 9AM,203.0,190.0
,SG115,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
25.0,6E 301,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E 301,2025-07-25,Mumbai(BOM),Delhi(DEL),A21N(VT-IWQ),01:43:00,2025-07-25 07:00:00,2025-07-25 07:02:00,2025-07-25 09:10:00,,2025-07-25 08:45:00,,,6AM - 9AM,2.0,-25.0
,6E 301,2025-07-24,Mumbai(BOM),Delhi(DEL),A21N(VT-NCO),01:49:00,2025-07-24 07:00:00,2025-07-24 07:03:00,2025-07-24 09:10:00,,2025-07-24 08:52:00,,,6AM - 9AM,3.0,-18.0
,6E 301,2025-07-23,Mumbai(BOM),Delhi(DEL),A21N(VT-NCR),01:48:00,2025-07-23 07:05:00,2025-07-23 07:16:00,2025-07-23 09:10:00,,2025-07-23 09:04:00,,,6AM - 9AM,11.0,-6.0
,6E 301,2025-07-22,Mumbai(BOM),Delhi(DEL),A21N(VT-NCN),01:40:00,2025-07-22 07:00:00,2025-07-22 07:08:00,2025-07-22 09:10:00,,2025-07-22 08:48:00,,,6AM - 9AM,8.0,-22.0
,6E 301,2025-07-21,Mumbai(BOM),Delhi(DEL),A21N(VT-NCM),01:42:00,2025-07-21 07:00:00,2025-07-21 07:19:00,2025-07-21 09:10:00,,2025-07-21 09:00:00,,,6AM - 9AM,19.0,-10.0
,6E 301,2025-07-20,Mumbai(BOM),Delhi(DEL),A21N(VT-NCN),01:47:00,2025-07-20 07:00:00,2025-07-20 07:11:00,2025-07-20 09:10:00,,2025-07-20 08:58:00,,,6AM - 9AM,11.0,-12.0
,6E 301,2025-07-19,Mumbai(BOM),Delhi(DEL),A21N(VT-IWT),01:49:00,2025-07-19 07:00:00,2025-07-19 07:13:00,2025-07-19 09:10:00,,2025-07-19 09:02:00,,,6AM - 9AM,13.0,-8.0
,6E 301,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
26.0,AI2873,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,AI2873,2025-07-25,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TNX),01:07:00,2025-07-25 07:00:00,2025-07-25 07:03:00,2025-07-25 08:40:00,,2025-07-25 08:10:00,,,6AM - 9AM,3.0,-30.0
,AI2873,2025-07-24,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TNP),01:05:00,2025-07-24 07:00:00,2025-07-24 07:19:00,2025-07-24 08:40:00,,2025-07-24 08:24:00,,,6AM - 9AM,19.0,-16.0
,AI2873,2025-07-23,Mumbai(BOM),Hyderabad(HYD),A20N(VT-ATV),01:08:00,2025-07-23 07:00:00,2025-07-23 07:11:00,2025-07-23 08:40:00,,2025-07-23 08:19:00,,,6AM - 9AM,11.0,-21.0
,AI2873,2025-07-22,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TQA),01:07:00,2025-07-22 07:00:00,2025-07-22 07:13:00,2025-07-22 08:40:00,,2025-07-22 08:20:00,,,6AM - 9AM,13.0,-20.0
,AI2873,2025-07-21,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TNP),01:03:00,2025-07-21 07:00:00,2025-07-21 07:02:00,2025-07-21 08:40:00,,2025-07-21 08:06:00,,,6AM - 9AM,2.0,-34.0
,AI2873,2025-07-20,Mumbai(BOM),Hyderabad(HYD),A20N(VT-TNJ),01:05:00,2025-07-20 07:00:00,2025-07-20 07:07:00,2025-07-20 08:40:00,,2025-07-20 08:11:00,,,6AM - 9AM,7.0,-29.0
,AI2873,2025-07-19,Mumbai(BOM),Hyderabad(HYD),A20N(VT-RTT),01:05:00,2025-07-19 07:00:00,2025-07-19 07:28:00,2025-07-19 08:40:00,,2025-07-19 08:33:00,,,6AM - 9AM,28.0,-7.0
,AI2873,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
27.0,QP1410,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,QP1410,2025-07-25,Mumbai(BOM),Delhi(DEL),B38M(VT-YAO),01:44:00,2025-07-25 07:05:00,2025-07-25 07:15:00,2025-07-25 09:20:00,,2025-07-25 08:59:00,,,6AM - 9AM,10.0,-21.0
,QP1410,2025-07-24,Mumbai(BOM),Delhi(DEL),B38M(VT-YBA),01:45:00,2025-07-24 07:05:00,2025-07-24 08:35:00,2025-07-24 09:20:00,,2025-07-24 10:20:00,,,6AM - 9AM,90.0,60.0
,QP1410,2025-07-23,Mumbai(BOM),Delhi(DEL),B38M(VT-YAA),01:48:00,2025-07-23 07:05:00,2025-07-23 07:08:00,2025-07-23 09:20:00,,2025-07-23 08:56:00,,,6AM - 9AM,3.0,-24.0
,QP1410,2025-07-22,Mumbai(BOM),Delhi(DEL),B38M(VT-YAM),01:41:00,2025-07-22 07:05:00,2025-07-22 07:19:00,2025-07-22 09:20:00,,2025-07-22 09:00:00,,,6AM - 9AM,14.0,-20.0
,QP1410,2025-07-21,Mumbai(BOM),Delhi(DEL),B38M(VT-YAP),01:43:00,2025-07-21 07:05:00,2025-07-21 07:29:00,2025-07-21 09:20:00,,2025-07-21 09:12:00,,,6AM - 9AM,24.0,-8.0
,QP1410,2025-07-20,Mumbai(BOM),Delhi(DEL),B38M(VT-YAM),01:44:00,2025-07-20 07:05:00,2025-07-20 07:09:00,2025-07-20 09:20:00,,2025-07-20 08:53:00,,,6AM - 9AM,4.0,-27.0
,QP1410,2025-07-19,Mumbai(BOM),Delhi(DEL),B38M(VT-YAT),01:41:00,2025-07-19 07:05:00,2025-07-19 07:23:00,2025-07-19 09:20:00,,2025-07-19 09:04:00,,,6AM - 9AM,18.0,-16.0
,QP1410,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
28.0,6E6133,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E6133,2025-07-25,Mumbai(BOM),Rajkot(HSR),A21N(VT-IMM),00:47:00,2025-07-25 07:05:00,2025-07-25 07:16:00,2025-07-25 08:15:00,,2025-07-25 08:03:00,,,6AM - 9AM,11.0,-12.0
,6E6133,2025-07-24,Mumbai(BOM),Rajkot(HSR),A21N(VT-IMM),00:48:00,2025-07-24 07:05:00,2025-07-24 07:33:00,2025-07-24 08:15:00,,2025-07-24 08:21:00,,,6AM - 9AM,28.0,6.0
,6E6133,2025-07-23,Mumbai(BOM),Rajkot(HSR),A21N(VT-IMM),00:45:00,2025-07-23 07:15:00,2025-07-23 07:17:00,2025-07-23 08:15:00,,2025-07-23 08:03:00,,,6AM - 9AM,2.0,-12.0
,6E6133,2025-07-22,Mumbai(BOM),Rajkot(HSR),A21N(VT-IMM),00:46:00,2025-07-22 07:05:00,2025-07-22 07:06:00,2025-07-22 08:15:00,,2025-07-22 07:51:00,,,6AM - 9AM,1.0,-24.0
,6E6133,2025-07-21,Mumbai(BOM),Rajkot(HSR),A21N(VT-IRV),00:48:00,2025-07-21 07:05:00,2025-07-21 07:08:00,2025-07-21 08:15:00,,2025-07-21 07:56:00,,,6AM - 9AM,3.0,-19.0
,6E6133,2025-07-20,Mumbai(BOM),Rajkot(HSR),A21N(VT-IRV),00:47:00,2025-07-20 07:05:00,2025-07-20 06:59:00,2025-07-20 08:15:00,,2025-07-20 07:46:00,,,6AM - 9AM,-6.0,-29.0
,6E6133,2025-07-19,Mumbai(BOM),Rajkot(HSR),A21N(VT-IMI),00:44:00,2025-07-19 07:05:00,2025-07-19 07:08:00,2025-07-19 08:15:00,,2025-07-19 07:52:00,,,6AM - 9AM,3.0,-23.0
,6E6133,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E6133,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
29.0,6E5246,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,6E5246,2025-07-25,Mumbai(BOM),Hyderabad(HYD),A21N(VT-ICQ),01:06:00,2025-07-25 07:20:00,2025-07-25 07:20:00,2025-07-25 08:50:00,,2025-07-25 08:26:00,,,6AM - 9AM,0.0,-24.0
,6E5246,2025-07-24,Mumbai(BOM),Hyderabad(HYD),A21N(VT-IMB),01:08:00,2025-07-24 07:20:00,2025-07-24 07:31:00,2025-07-24 08:50:00,,2025-07-24 08:40:00,,,6AM - 9AM,11.0,-10.0
,6E5246,2025-07-23,Mumbai(BOM),Hyderabad(HYD),A21N(VT-ILD),01:13:00,2025-07-23 07:20:00,2025-07-23 07:20:00,2025-07-23 08:50:00,,2025-07-23 08:33:00,,,6AM - 9AM,0.0,-17.0
,6E5246,2025-07-22,Mumbai(BOM),Hyderabad(HYD),A21N(VT-IRY),01:06:00,2025-07-22 07:20:00,2025-07-22 07:20:00,2025-07-22 08:50:00,,2025-07-22 08:26:00,,,6AM - 9AM,0.0,-24.0
,6E5246,2025-07-21,Mumbai(BOM),Hyderabad(HYD),A21N(VT-IBY),01:05:00,2025-07-21 07:20:00,2025-07-21 07:20:00,2025-07-21 08:50:00,,2025-07-21 08:24:00,,,6AM - 9AM,0.0,-26.0
,6E5246,2025-07-20,Mumbai(BOM),Hyderabad(HYD),A21N(VT-ILH),01:06:00,2025-07-20 07:20:00,2025-07-20 07:28:00,2025-07-20 08:50:00,,2025-07-20 08:34:00,,,6AM - 9AM,8.0,-16.0
,6E5246,2025-07-19,Mumbai(BOM),Hyderabad(HYD),A21N(VT-IML),01:08:00,2025-07-19 07:20:00,2025-07-19 07:29:00,2025-07-19 08:50:00,,2025-07-19 08:38:00,,,6AM - 9AM,9.0,-12.0
,6E5246,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
30.0,AI623,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
,AI623,2025-07-25,Mumbai(BOM),Cochin(COK),A20N(VT-EXN),01:38:00,2025-07-25 07:25:00,2025-07-25 07:38:00,2025-07-25 09:30:00,,2025-07-25 09:16:00,,,6AM - 9AM,13.0,-14.0
,AI623,2025-07-24,Mumbai(BOM),Cochin(COK),A20N(VT-EXP),01:35:00,2025-07-24 07:25:00,2025-07-24 07:44:00,2025-07-24 09:30:00,,2025-07-24 09:19:00,,,6AM - 9AM,19.0,-11.0
,AI623,2025-07-23,Mumbai(BOM),Cochin(COK),A20N(VT-TNJ),01:52:00,2025-07-23 07:25:00,2025-07-23 07:34:00,2025-07-23 09:30:00,,2025-07-23 09:26:00,,,6AM - 9AM,9.0,-4.0
,AI623,2025-07-22,Mumbai(BOM),Cochin(COK),A20N(VT-EXN),01:35:00,2025-07-22 07:25:00,2025-07-22 07:44:00,2025-07-22 09:30:00,,2025-07-22 09:20:00,,,6AM - 9AM,19.0,-10.0
,AI623,2025-07-21,Mumbai(BOM),Cochin(COK),A20N(VT-EXN),01:43:00,2025-07-21 07:25:00,2025-07-21 07:43:00,2025-07-21 09:30:00,,2025-07-21 09:26:00,,,6AM - 9AM,18.0,-4.0
,AI623,2025-07-20,Mumbai(BOM),Cochin(COK),A20N(VT-TNQ),01:33:00,2025-07-20 07:25:00,2025-07-20 07:39:00,2025-07-20 09:30:00,,2025-07-20 09:12:00,,,6AM - 9AM,14.0,-18.0
,AI623,2025-07-19,Mumbai(BOM),Cochin(COK),A20N(VT-EXN),01:32:00,2025-07-19 07:25:00,2025-07-19 07:44:00,2025-07-19 09:30:00,,2025-07-19 09:16:00,,,6AM - 9AM,19.0,-14.0
,AI623,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
31.0,AI2183,2025-07-19,,,,,,,,,,,,6AM - 9AM,,
